"rings"	"length"	"diameter"	"height"	"whole"	"shucked"	"viscera"	"shell"	"infant"
"2268"	8	111	88	0.145	176.3	86	39.5	43.1	0
"2269"	6	69	51	0.095	38.9	18.5	7.4	11	1
"2270"	9	121	91	0.145	195.5	93.6	35.5	55	0
"2271"	9	127	99	0.175	242.2	141.4	54.5	64.6	0
"2272"	6	103	75	0.11	121.3	60.1	26.2	30	0
"2273"	10	116	92	0.155	206.7	93.8	44.5	59	0
"2274"	9	93	72	0.105	86.2	34.4	21.4	35	0
"2275"	23	103	80	0.16	163.5	50.3	31.2	60	0
"2276"	8	71	53	0.085	40.2	13.8	10.6	13.9	0
"2277"	8	100	76	0.135	105.7	45.2	24.6	41.8	1
"2278"	8	105	83	0.14	144.8	69.5	34.6	35	0
"2279"	14	93	76	0.135	115.8	41.6	21.9	44	0
"2280"	10	122	93	0.16	214.5	96.7	50.3	56	0
"2281"	20	106	83	0.15	155.5	47.4	28.3	66	0
"2282"	10	98	76	0.14	152.1	49	33.4	37	0
"2283"	6	80	63	0.1	64.5	28.6	14.7	18.2	1
"2284"	8	112	88	0.13	144.7	69.8	29.8	40	1
"2285"	12	134	105	0.195	274	121.3	59.1	81.4	0
"2286"	8	90	71	0.105	88.9	39.4	18.6	26.7	1
"2287"	9	122	100	0.18	287.6	103.7	74.7	66.9	0
"2288"	6	80	63	0.085	53.5	23.2	11.7	15.3	1
"2289"	10	83	65	0.1	64.3	30.7	11.9	21	1
"2290"	15	104	80	0.12	130.3	52.2	40.3	33	0
"2291"	11	123	94	0.175	248.4	113.5	57.4	63.4	0
"2292"	10	132	106	0.18	303.5	155.3	60.4	80.2	0
"2293"	9	121	95	0.155	232.2	114.4	49.1	55	0
"2294"	1	15	11	0.01	0.4	0.2	0.1	0.3	1
"2295"	10	120	93	0.155	203.3	102.4	49.3	45	0
"2296"	9	80	60	0.11	63	21.8	13.4	24	1
"2297"	8	109	75	0.12	108.6	47.5	23.1	34.5	1
"2298"	10	104	83	0.145	160.9	66.5	34.5	57	0
"2299"	7	106	81	0.125	130.3	54.3	32.1	37.2	0
"2300"	8	77	56	0.1	55.1	26.1	12.2	14.5	1
"2301"	9	119	94	0.165	221.6	98.3	46.5	66.9	0
"2302"	9	113	88	0.15	172.6	87	29.8	54	0
"2303"	8	118	88	0.15	174.5	77.4	43	49	0
"2304"	8	107	82	0.12	136.7	62.5	33.1	31.8	0
"2305"	12	97	71	0.13	116.2	49	26.4	33.6	1
"2306"	10	120	98	0.21	397.5	201	83.8	98.2	0
"2307"	12	127	100	0.17	286.9	122.2	61.8	83.6	0
"2308"	8	99	75	0.12	117.8	61.5	24.3	28.1	1
"2309"	8	110	86	0.125	184.6	80.7	35	56.6	0
"2310"	10	120	90	0.16	228.4	107.8	45	61.4	0
"2311"	9	103	80	0.135	139.3	64	25.1	35	1
"2312"	7	101	76	0.12	118.8	51.9	28.7	36	1
"2313"	12	70	53	0.09	35.5	11.5	8.4	13.6	0
"2314"	8	110	87	0.165	160.8	68	38.8	48.8	1
"2315"	10	83	65	0.14	83.4	30.7	20.3	28.8	0
"2316"	7	75	56	0.085	42.9	17.1	9.7	14.4	1
"2317"	4	37	27	0.045	6.4	2.2	1.3	2	1
"2318"	9	96	74	0.125	108.7	48.8	20.2	33	1
"2319"	12	138	105	0.2	356.5	183.3	66.5	92.2	0
"2320"	8	77	56	0.085	43.5	19.4	7.6	13.4	1
"2321"	13	95	70	0.115	97.4	38.8	29.1	25	0
"2322"	12	127	100	0.165	254.6	130.7	42.6	73	0
"2323"	8	84	67	0.115	73.8	34.2	14.2	24	0
"2324"	14	118	91	0.145	214.6	95	38	57	0
"2325"	7	80	61	0.16	73.6	34.6	14.1	21	0
"2326"	10	102	80	0.14	130.3	49.1	33.3	37	0
"2327"	9	120	95	0.155	227.7	100.4	45.9	62	0
"2328"	6	47	34	0.065	12.5	4.6	2.8	4.4	1
"2329"	9	110	85	0.145	159.4	59.4	30	53	0
"2330"	10	124	96	0.15	220.3	99.3	48.6	61	0
"2331"	7	86	64	0.1	69.3	32.7	16	18	1
"2332"	9	111	87	0.145	193.7	99.7	33.6	47.7	0
"2333"	8	92	71	0.11	87.2	39.5	19.2	25	1
"2334"	17	114	88	0.14	190.7	75.7	40.2	61	0
"2335"	8	112	86	0.15	174.9	90.6	32.2	44	0
"2336"	7	102	81	0.125	138.5	65.4	31	36.1	0
"2337"	15	100	75	0.14	120.8	48.4	28.3	35.8	0
"2338"	9	80	61	0.13	58.7	19.2	13.5	21	0
"2339"	12	147	118	0.205	417.4	181.8	94.8	125	0
"2340"	6	86	67	0.105	75.6	37.6	15.7	18	1
"2341"	8	118	92	0.145	198.1	90.6	44.1	55	0
"2342"	7	100	74	0.115	114.9	61.2	22.4	28.2	1
"2343"	9	100	84	0.135	135.3	60.4	28.3	41.3	0
"2344"	11	113	86	0.135	170.9	64.2	35.5	55	1
"2345"	8	112	86	0.155	173.5	80	34.4	45.8	0
"2346"	7	81	60	0.12	64.8	25.3	14	22	1
"2347"	9	96	75	0.145	155.4	43.2	26	34	0
"2348"	9	119	94	0.165	203.1	98.2	38.1	57.8	0
"2349"	8	110	84	0.13	127.2	58.8	28.8	35.1	1
"2350"	8	115	91	0.155	174.5	69.8	41.9	57	1
"2351"	10	127	98	0.16	220.2	106.8	37.3	69.1	0
"2352"	15	119	96	0.2	195	71.6	40.7	68	0
"2353"	9	120	95	0.15	226	115	39.2	61	0
"2354"	12	141	114	0.18	306.9	192	83.9	86	0
"2355"	8	114	88	0.15	151	68.5	32	44.8	1
"2356"	8	99	80	0.105	120.4	50.1	25.3	38	1
"2357"	6	86	65	0.105	61.8	23.8	16	19.6	1
"2358"	14	116	90	0.235	214.2	60	41.2	79	0
"2359"	10	116	87	0.155	175.7	85	33.7	48.5	0
"2360"	6	86	66	0.1	89.8	50.8	16.5	19.4	1
"2361"	8	96	73	0.135	127.9	58.9	22.6	35	0
"2362"	12	154	124	0.195	503.1	223.1	128.3	128.4	0
"2363"	9	105	80	0.13	139.9	62.3	26.2	44.6	0
"2364"	8	118	92	0.16	202.3	89	52.3	51.3	0
"2365"	6	55	40	0.07	19.2	7.4	4.5	6	1
"2366"	9	120	92	0.15	249.4	106.7	54.7	58	0
"2367"	7	110	81	0.15	184.7	82.4	42.7	48	0
"2368"	9	116	94	0.165	208.2	108	33.2	55.8	0
"2369"	10	108	84	0.19	137.1	58.6	32.6	76	0
"2370"	10	119	95	0.14	206.1	98.5	43.4	55.6	0
"2371"	10	125	96	0.17	271.1	134.2	53.6	67.7	0
"2372"	6	55	44	0.08	27.3	11.3	5.7	8.4	1
"2373"	20	123	105	0.155	227.5	73.4	47.2	74	0
"2374"	9	129	102	0.16	266	133.3	61.8	63.4	0
"2375"	8	63	48	0.07	27.4	10.9	6.3	8	1
"2376"	12	83	63	0.125	77.6	13.6	18	25	0
"2377"	6	72	53	0.085	37.9	14.5	10.3	11	1
"2378"	9	111	79	0.13	111.7	44.4	24.9	34	1
"2379"	10	111	88	0.155	203.2	98.7	37.1	52.6	0
"2380"	8	91	70	0.11	91.6	40	22.2	26.1	0
"2381"	11	87	64	0.12	75.7	30.4	18.3	25	0
"2382"	5	56	43	0.08	26.4	14.4	4.4	6.6	1
"2383"	10	140	105	0.19	320.3	141.4	73	86	0
"2384"	7	94	74	0.13	104.5	40.2	26.6	33	0
"2385"	14	129	100	0.19	311.9	148.2	74.3	76.9	0
"2386"	9	126	91	0.15	226.3	96.2	54.9	61	0
"2387"	12	124	97	0.155	205.9	85	46.3	67	0
"2388"	9	106	85	0.13	153.5	83.8	24.1	42	1
"2389"	9	106	81	0.12	126.4	54.3	29.6	37.5	1
"2390"	10	84	64	0.13	82.7	32.9	21.2	23.8	0
"2391"	10	131	101	0.165	273.4	116.7	70.3	79.2	0
"2392"	11	100	78	0.145	130.2	54.6	26.4	44	0
"2393"	9	102	91	0.135	137.1	57.5	30.8	40.7	1
"2394"	6	62	45	0.05	28.9	13.5	7.7	9	1
"2395"	14	116	84	0.16	145.6	54.5	38	38	1
"2396"	9	120	94	0.17	216.1	99.9	44.9	64.1	0
"2397"	9	120	95	0.135	288.1	117.7	38.2	63.5	0
"2398"	11	126	98	0.17	243.4	110.3	42.4	62	1
"2399"	9	114	90	0.14	159	67.7	29.6	49	0
"2400"	13	128	95	0.19	230.2	87.3	56.2	76.1	0
"2401"	8	96	73	0.13	106.1	48.1	25.4	27.8	0
"2402"	8	94	77	0.13	117.4	52.8	23.4	34.8	1
"2403"	15	124	97	0.17	241.6	96.1	60.9	66	1
"2404"	7	95	75	0.115	104.1	46.6	23.8	29.1	1
"2405"	13	111	91	0.16	211.5	78.5	45.6	58.6	0
"2406"	11	150	110	0.18	378.6	188.4	79.4	89	0
"2407"	11	126	102	0.185	247	102.3	69.8	61.3	0
"2408"	9	116	92	0.175	233	130	44.1	61.1	0
"2409"	6	47	36	0.06	11.6	4.4	2.9	3.6	1
"2410"	6	95	70	0.11	91.3	41.2	19.8	26	1
"2411"	12	150	123	0.205	452.7	164.2	84.6	145.2	0
"2412"	8	90	70	0.13	93.1	41.5	20.9	27	0
"2413"	10	125	101	0.185	231.3	104	48.1	70.7	0
"2414"	10	102	78	0.125	131.3	52.4	36.7	35	0
"2415"	14	121	97	0.165	214.7	87.4	41	66	0
"2416"	7	104	92	0.15	203.8	104.6	39.7	50.8	0
"2417"	11	93	70	0.12	104.1	40.3	32.5	37	0
"2418"	12	105	85	0.12	140.4	66.7	29.3	44	0
"2419"	7	83	65	0.1	62.6	27.8	12.5	19.3	1
"2420"	10	58	45	0.08	25.9	10.7	5.2	9	0
"2421"	8	105	81	0.13	143.7	65.3	39.5	35	0
"2422"	9	125	99	0.175	258.7	116.1	63.4	71	0
"2423"	10	114	87	0.17	174.6	76.4	36.6	54.1	0
"2424"	9	125	91	0.17	216.4	99.1	46.9	63	0
"2425"	8	107	84	0.125	147.6	71	37.9	35.9	0
"2426"	6	77	56	0.125	48.8	20.4	7.6	17	1
"2427"	9	129	103	0.16	236.9	101.2	62.2	67	0
"2428"	9	125	99	0.175	250.8	116.3	57.2	63.7	0
"2429"	11	142	113	0.2	320.2	141.2	64.2	90	0
"2430"	8	93	69	0.11	78.6	36.5	14.7	24	1
"2431"	12	131	109	0.165	324.5	131.1	59.8	102.6	0
"2432"	8	127	102	0.185	261.6	108.8	63.6	75.4	0
"2433"	5	47	35	0.08	12.9	4.3	3.5	4.3	1
"2434"	8	105	87	0.155	213	97.2	46.6	57	0
"2435"	20	113	88	0.175	224.4	78.6	40	75	0
"2436"	11	144	113	0.18	343.8	169.3	81.4	77.5	0
"2437"	7	95	72	0.1	85.7	39.3	19.8	22.4	0
"2438"	10	108	83	0.155	140.4	64.4	33.4	38	1
"2439"	5	49	35	0.055	15.7	8	3.6	4	1
"2440"	5	53	41	0.07	21.1	7.8	8.2	7	1
"2441"	11	120	96	0.155	202.8	90.2	37.7	65	0
"2442"	29	140	117	0.185	361.5	141.1	64.3	95	0
"2443"	12	100	80	0.13	132.9	51.6	26.6	48	0
"2444"	7	63	47	0.07	29.8	11.6	6.5	9.4	1
"2445"	10	122	95	0.16	223.1	76.7	44.6	75.8	0
"2446"	10	118	98	0.165	241.4	111.8	47	61.8	0
"2447"	8	110	86	0.15	168	79	39	44.6	0
"2448"	8	100	76	0.125	103.8	49.7	22.7	26.8	1
"2449"	9	91	74	0.105	98.5	43.2	24.9	27	0
"2450"	10	112	88	0.14	165	80.4	27.8	49	1
"2451"	8	96	72	0.1	87.8	38.8	19.8	23	0
"2452"	7	72	55	0.095	43.4	16.8	8.7	18	1
"2453"	10	127	100	0.15	275.2	129.9	72.2	62	0
"2454"	12	90	72	0.11	89.4	40.6	16.4	26	0
"2455"	7	53	39	0.055	16.8	7.3	3.5	5	1
"2456"	8	96	76	0.125	124.9	67.9	21.7	33.3	1
"2457"	6	73	54	0.075	44.3	19	8.9	14	1
"2458"	11	126	101	0.15	263.3	126.5	49.3	74	0
"2459"	7	75	58	0.08	56.4	28.1	14.5	16	0
"2460"	10	117	95	0.15	213	106.3	39.8	57.7	0
"2461"	7	73	55	0.135	48	21.6	8.9	14.7	1
"2462"	13	110	87	0.16	181.2	68.4	43.8	59	0
"2463"	8	74	55	0.08	45.4	18.6	12.5	14	0
"2464"	9	109	83	0.14	164	92.3	25.4	43.6	0
"2465"	6	34	25	0.055	4.7	1.8	1.1	1.6	1
"2466"	10	138	106	0.19	319.1	135.6	66.2	96	0
"2467"	13	115	90	0.17	186.3	71.6	42.9	52	1
"2468"	7	81	61	0.1	53.6	22.9	10.6	17	1
"2469"	11	126	96	0.185	242	106	51.1	64.4	0
"2470"	8	93	71	0.12	99.5	47.5	19.8	28	1
"2471"	9	118	93	0.15	230.2	122.6	47.8	50.3	0
"2472"	8	86	67	0.115	81.2	33.2	18.7	27	0
"2473"	11	144	113	0.2	357.4	143.6	77	105.8	0
"2474"	9	120	95	0.205	235.2	105.1	57.5	61.6	0
"2475"	7	78	56	0.125	112.8	60.7	19.1	28.6	0
"2476"	8	103	77	0.11	115.7	50.6	32	28	0
"2477"	8	97	78	0.135	123.4	50	26.9	32.7	0
"2478"	9	128	100	0.17	290.9	128.4	71.5	70.8	0
"2479"	8	118	94	0.16	241.2	95.8	48.5	61.8	0
"2480"	13	107	87	0.155	178.3	68.3	35.4	50	0
"2481"	9	117	92	0.17	186.5	73	54.2	58	0
"2482"	6	116	87	0.15	178.3	72.6	38.5	50.3	1
"2483"	16	132	113	0.195	352.1	138.4	65.3	100	0
"2484"	6	74	56	0.09	51.3	25.1	12.9	12.9	1
"2485"	16	126	100	0.155	201	73.4	39.8	72	0
"2486"	8	104	76	0.13	106.9	47.5	24.4	30.7	1
"2487"	11	151	125	0.21	501	239.3	102.6	135.7	0
"2488"	8	90	70	0.12	93.6	40.1	21.3	26.5	1
"2489"	8	114	87	0.14	171.7	78.1	39.2	45.9	0
"2490"	7	78	58	0.09	52.5	23.4	10.8	15.4	1
"2491"	20	126	100	0.17	262.7	111.9	53.4	80	0
"2492"	11	98	79	0.14	109.8	44.3	25.5	30	0
"2493"	10	104	82	0.16	142.4	56.9	30.6	45	0
"2494"	8	93	71	0.12	116.1	51	18.3	36.8	1
"2495"	9	124	97	0.155	238.9	102.1	54.2	70.4	0
"2496"	14	133	107	0.195	321.2	115.1	77.6	96	0
"2497"	13	134	104	0.15	281.2	103.8	69.6	74	0
"2498"	5	65	50	0.055	33.2	15.2	10.2	9	1
"2499"	18	109	81	0.175	196	51.7	41.4	76	0
"2500"	8	105	80	0.11	125.5	60.3	25.2	36	1
